# These are calculated in BinaryResidenceTime_AGN_Disk-ChangeGas.ipynb
# using m1=0.5, m2=0.3
# GW_frequency roughly in the LISA range, from 10^-4 to 1 Hz
# the gw_fdot assumes pure GW-driven inspiral (Peters 1964)
# the drag_fdot assumes no-feedback and the drag is calculated using a
# temperature of T=1e5 for the RSG envelope as representative
# GW_frequency	gw_fdot	drag_fdot
2.124999999999999944e-01 3.201432081578450693e-10 1.327533924233025393e-09
2.126000000000000112e-01 3.206959588218964223e-10 1.327950372805793064e-09
2.127000000000000002e-01 3.212494032425648727e-10 1.328366756089136464e-09
2.127999999999999892e-01 3.218035419638026335e-10 1.328783074123980146e-09
2.129000000000000059e-01 3.223583755297325238e-10 1.329199326951203997e-09
2.129999999999999949e-01 3.229139044846474516e-10 1.329615514611641786e-09
2.131000000000000116e-01 3.234701293730113447e-10 1.330031637146083446e-09
2.132000000000000006e-01 3.240270507394579094e-10 1.330447694595274651e-09
2.132999999999999896e-01 3.245846691287917685e-10 1.330863686999915377e-09
2.134000000000000064e-01 3.251429850859880989e-10 1.331279614400661757e-09
2.134999999999999953e-01 3.257019991561916497e-10 1.331695476838125258e-09
2.136000000000000121e-01 3.262617118847182929e-10 1.332111274352873505e-09
2.137000000000000011e-01 3.268221238170536275e-10 1.332527006985428835e-09
2.137999999999999901e-01 3.273832354988539104e-10 1.332942674776269952e-09
2.139000000000000068e-01 3.279450474759456942e-10 1.333358277765832133e-09
2.139999999999999958e-01 3.285075602943253103e-10 1.333773815994504747e-09
2.141000000000000125e-01 3.290707745001597997e-10 1.334189289502634767e-09
2.142000000000000015e-01 3.296346906397858785e-10 1.334604698330524088e-09
2.142999999999999905e-01 3.301993092597108173e-10 1.335020042518431177e-09
2.144000000000000072e-01 3.307646309066120792e-10 1.335435322106571073e-09
2.144999999999999962e-01 3.313306561273365957e-10 1.335850537135114356e-09
2.146000000000000130e-01 3.318973854689020596e-10 1.336265687644188178e-09
2.147000000000000020e-01 3.324648194784956838e-10 1.336680773673876262e-09
2.147999999999999909e-01 3.330329587034751323e-10 1.337095795264218288e-09
2.149000000000000077e-01 3.336018036913678479e-10 1.337510752455211125e-09
2.149999999999999967e-01 3.341713549898711038e-10 1.337925645286807804e-09
2.151000000000000134e-01 3.347416131468523141e-10 1.338340473798917723e-09
2.152000000000000024e-01 3.353125787103486198e-10 1.338755238031407470e-09
2.152999999999999914e-01 3.358842522285672511e-10 1.339169938024100208e-09
2.154000000000000081e-01 3.364566342498852687e-10 1.339584573816775882e-09
2.154999999999999971e-01 3.370297253228493051e-10 1.339999145449171833e-09
2.156000000000000139e-01 3.376035259961760821e-10 1.340413652960981978e-09
2.157000000000000028e-01 3.381780368187518934e-10 1.340828096391856806e-09
2.157999999999999918e-01 3.387532583396329150e-10 1.341242475781404619e-09
2.159000000000000086e-01 3.393291911080451532e-10 1.341656791169190914e-09
2.159999999999999976e-01 3.399058356733839281e-10 1.342071042594738174e-09
2.160999999999999865e-01 3.404831925852145452e-10 1.342485230097525662e-09
2.162000000000000033e-01 3.410612623932721407e-10 1.342899353716991281e-09
2.162999999999999923e-01 3.416400456474608023e-10 1.343313413492529094e-09
2.164000000000000090e-01 3.422195428978549653e-10 1.343727409463492012e-09
2.164999999999999980e-01 3.427997546946979649e-10 1.344141341669188899e-09
2.165999999999999870e-01 3.433806815884031736e-10 1.344555210148887672e-09
2.167000000000000037e-01 3.439623241295534326e-10 1.344969014941813030e-09
2.167999999999999927e-01 3.445446828689005863e-10 1.345382756087147897e-09
2.169000000000000095e-01 3.451277583573667751e-10 1.345796433624033220e-09
2.169999999999999984e-01 3.457115511460425738e-10 1.346210047591566931e-09
2.170999999999999874e-01 3.462960617861887499e-10 1.346623598028806223e-09
2.172000000000000042e-01 3.468812908292353325e-10 1.347037084974765485e-09
2.172999999999999932e-01 3.474672388267812508e-10 1.347450508468416709e-09
2.174000000000000099e-01 3.480539063305954712e-10 1.347863868548691566e-09
2.174999999999999989e-01 3.486412938926154465e-10 1.348277165254478504e-09
2.175999999999999879e-01 3.492294020649485635e-10 1.348690398624624819e-09
2.177000000000000046e-01 3.498182313998713155e-10 1.349103568697936657e-09
2.177999999999999936e-01 3.504077824498292512e-10 1.349516675513177355e-09
2.179000000000000103e-01 3.509980557674372841e-10 1.349929719109069926e-09
2.179999999999999993e-01 3.515890519054792796e-10 1.350342699524295197e-09
2.180999999999999883e-01 3.521807714169085718e-10 1.350755616797493048e-09
2.182000000000000051e-01 3.527732148548475497e-10 1.351168470967261381e-09
2.182999999999999940e-01 3.533663827725872954e-10 1.351581262072157774e-09
2.184000000000000108e-01 3.539602757235886699e-10 1.351993990150697617e-09
2.184999999999999998e-01 3.545548942614808655e-10 1.352406655241355974e-09
2.185999999999999888e-01 3.551502389400625430e-10 1.352819257382565933e-09
2.187000000000000055e-01 3.557463103133014701e-10 1.353231796612720667e-09
2.187999999999999945e-01 3.563431089353336940e-10 1.353644272970171785e-09
2.189000000000000112e-01 3.569406353604651956e-10 1.354056686493229744e-09
2.190000000000000002e-01 3.575388901431698222e-10 1.354469037220164469e-09
2.190999999999999892e-01 3.581378738380911477e-10 1.354881325189204938e-09
2.192000000000000060e-01 3.587375870000413880e-10 1.355293550438540012e-09
2.192999999999999949e-01 3.593380301840011931e-10 1.355705713006316988e-09
2.194000000000000117e-01 3.599392039451206304e-10 1.356117812930643661e-09
2.195000000000000007e-01 3.605411088387180982e-10 1.356529850249586056e-09
2.195999999999999897e-01 3.611437454202809985e-10 1.356941825001170908e-09
2.197000000000000064e-01 3.617471142454656328e-10 1.357353737223383590e-09
2.197999999999999954e-01 3.623512158700963758e-10 1.357765586954169773e-09
2.199000000000000121e-01 3.629560508501670705e-10 1.358177374231434593e-09
2.200000000000000011e-01 3.635616197418395294e-10 1.358589099093042865e-09
2.200999999999999901e-01 3.641679231014447235e-10 1.359000761576819697e-09
2.202000000000000068e-01 3.647749614854822134e-10 1.359412361720549664e-09
2.202999999999999958e-01 3.653827354506196326e-10 1.359823899561977639e-09
2.204000000000000126e-01 3.659912455536938762e-10 1.360235375138807755e-09
2.205000000000000016e-01 3.666004923517095505e-10 1.360646788488705267e-09
2.205999999999999905e-01 3.672104764018404718e-10 1.361058139649294899e-09
2.207000000000000073e-01 3.678211982614289942e-10 1.361469428658162291e-09
2.207999999999999963e-01 3.684326584879850280e-10 1.361880655552852136e-09
2.209000000000000130e-01 3.690448576391881070e-10 1.362291820370870665e-09
2.210000000000000020e-01 3.696577962728852172e-10 1.362702923149683783e-09
2.210999999999999910e-01 3.702714749470921933e-10 1.363113963926717897e-09
2.212000000000000077e-01 3.708858942199932008e-10 1.363524942739360536e-09
2.212999999999999967e-01 3.715010546499404782e-10 1.363935859624958906e-09
2.214000000000000135e-01 3.721169567954550605e-10 1.364346714620821540e-09
2.215000000000000024e-01 3.727336012152256418e-10 1.364757507764217061e-09
2.215999999999999914e-01 3.733509884681096612e-10 1.365168239092375627e-09
2.217000000000000082e-01 3.739691191131326305e-10 1.365578908642487486e-09
2.217999999999999972e-01 3.745879937094880824e-10 1.365989516451703594e-09
2.218999999999999861e-01 3.752076128165379327e-10 1.366400062557136855e-09
2.220000000000000029e-01 3.758279769938125320e-10 1.366810546995860473e-09
2.220999999999999919e-01 3.764490868010094761e-10 1.367220969804907942e-09
2.222000000000000086e-01 3.770709427979956230e-10 1.367631331021275950e-09
2.222999999999999976e-01 3.776935455448047142e-10 1.368041630681919617e-09
2.223999999999999866e-01 3.783168956016394945e-10 1.368451868823757669e-09
2.225000000000000033e-01 3.789409935288705749e-10 1.368862045483669127e-09
2.225999999999999923e-01 3.795658398870359150e-10 1.369272160698493513e-09
2.227000000000000091e-01 3.801914352368421163e-10 1.369682214505033539e-09
2.227999999999999980e-01 3.808177801391634908e-10 1.370092206940051801e-09
2.228999999999999870e-01 3.814448751550422683e-10 1.370502138040272843e-09
2.230000000000000038e-01 3.820727208456890099e-10 1.370912007842383366e-09
2.230999999999999928e-01 3.827013177724812120e-10 1.371321816383030987e-09
2.232000000000000095e-01 3.833306664969650642e-10 1.371731563698825272e-09
2.232999999999999985e-01 3.839607675808541569e-10 1.372141249826337323e-09
2.233999999999999875e-01 3.845916215860300495e-10 1.372550874802100400e-09
2.235000000000000042e-01 3.852232290745423745e-10 1.372960438662609297e-09
2.235999999999999932e-01 3.858555906086076997e-10 1.373369941444320966e-09
2.237000000000000099e-01 3.864887067506111826e-10 1.373779383183654101e-09
2.237999999999999989e-01 3.871225780631049161e-10 1.374188763916989140e-09
2.238999999999999879e-01 3.877572051088094277e-10 1.374598083680669297e-09
2.240000000000000047e-01 3.883925884506123873e-10 1.375007342510999322e-09
2.240999999999999936e-01 3.890287286515691238e-10 1.375416540444246536e-09
2.242000000000000104e-01 3.896656262749028836e-10 1.375825677516640621e-09
2.242999999999999994e-01 3.903032818840041073e-10 1.376234753764372385e-09
2.243999999999999884e-01 3.909416960424309980e-10 1.376643769223596858e-09
2.245000000000000051e-01 3.915808693139093661e-10 1.377052723930429780e-09
2.245999999999999941e-01 3.922208022623321125e-10 1.377461617920950493e-09
2.247000000000000108e-01 3.928614954517603663e-10 1.377870451231200292e-09
2.247999999999999998e-01 3.935029494464217262e-10 1.378279223897183040e-09
2.248999999999999888e-01 3.941451648107120191e-10 1.378687935954865583e-09
2.250000000000000056e-01 3.947881421091942140e-10 1.379096587440177339e-09
2.250999999999999945e-01 3.954318819065984737e-10 1.379505178389010088e-09
2.252000000000000113e-01 3.960763847678227753e-10 1.379913708837219214e-09
2.253000000000000003e-01 3.967216512579316696e-10 1.380322178820622052e-09
2.253999999999999893e-01 3.973676819421577798e-10 1.380730588374998920e-09
2.255000000000000060e-01 3.980144773859007682e-10 1.381138937536094359e-09
2.255999999999999950e-01 3.986620381547271806e-10 1.381547226339614034e-09
2.257000000000000117e-01 3.993103648143713254e-10 1.381955454821228456e-09
2.258000000000000007e-01 3.999594579307342397e-10 1.382363623016569875e-09
2.258999999999999897e-01 4.006093180698845679e-10 1.382771730961234357e-09
2.260000000000000064e-01 4.012599457980579933e-10 1.383179778690781567e-09
2.260999999999999954e-01 4.019113416816569278e-10 1.383587766240733331e-09
2.262000000000000122e-01 4.025635062872515459e-10 1.383995693646576109e-09
2.263000000000000012e-01 4.032164401815784920e-10 1.384403560943758727e-09
2.263999999999999901e-01 4.038701439315418114e-10 1.384811368167694234e-09
2.265000000000000069e-01 4.045246181042126914e-10 1.385219115353759078e-09
2.265999999999999959e-01 4.051798632668289447e-10 1.385626802537292275e-09
2.267000000000000126e-01 4.058358799867957328e-10 1.386034429753598101e-09
2.268000000000000016e-01 4.064926688316847909e-10 1.386441997037942780e-09
2.268999999999999906e-01 4.071502303692350994e-10 1.386849504425557590e-09
2.270000000000000073e-01 4.078085651673526262e-10 1.387256951951637203e-09
2.270999999999999963e-01 4.084676737941097056e-10 1.387664339651339692e-09
2.272000000000000131e-01 4.091275568177463314e-10 1.388071667559787352e-09
2.273000000000000020e-01 4.097882148066682433e-10 1.388478935712066703e-09
2.273999999999999910e-01 4.104496483294492024e-10 1.388886144143227249e-09
2.275000000000000078e-01 4.111118579548290779e-10 1.389293292888283752e-09
2.275999999999999968e-01 4.117748442517142607e-10 1.389700381982214577e-09
2.277000000000000135e-01 4.124386077891786459e-10 1.390107411459961903e-09
2.278000000000000025e-01 4.131031491364620817e-10 1.390514381356432337e-09
2.278999999999999915e-01 4.137684688629713516e-10 1.390921291706496918e-09
2.280000000000000082e-01 4.144345675382805881e-10 1.391328142544990911e-09
2.280999999999999972e-01 4.151014457321293082e-10 1.391734933906713391e-09
2.281999999999999862e-01 4.157691040144245846e-10 1.392141665826429311e-09
2.283000000000000029e-01 4.164375429552399084e-10 1.392548338338865781e-09
2.283999999999999919e-01 4.171067631248148791e-10 1.392954951478716824e-09
2.285000000000000087e-01 4.177767650935563931e-10 1.393361505280639447e-09
2.285999999999999976e-01 4.184475494320370934e-10 1.393767999779255707e-09
2.286999999999999866e-01 4.191191167109965067e-10 1.394174435009152507e-09
2.288000000000000034e-01 4.197914675013410432e-10 1.394580811004881183e-09
2.288999999999999924e-01 4.204646023741424460e-10 1.394987127800957912e-09
2.290000000000000091e-01 4.211385219006402206e-10 1.395393385431863926e-09
2.290999999999999981e-01 4.218132266522389986e-10 1.395799583932045092e-09
2.291999999999999871e-01 4.224887172005106055e-10 1.396205723335912126e-09
2.293000000000000038e-01 4.231649941171932332e-10 1.396611803677840790e-09
2.293999999999999928e-01 4.238420579741907685e-10 1.397017824992172524e-09
2.295000000000000095e-01 4.245199093435741887e-10 1.397423787313212367e-09
2.295999999999999985e-01 4.251985487975797520e-10 1.397829690675232068e-09
2.296999999999999875e-01 4.258779769086110138e-10 1.398235535112467184e-09
2.298000000000000043e-01 4.265581942492373278e-10 1.398641320659119771e-09
2.298999999999999932e-01 4.272392013921938971e-10 1.399047047349356113e-09
2.300000000000000100e-01 4.279209989103829121e-10 1.399452715217308162e-09
2.300999999999999990e-01 4.286035873768715856e-10 1.399858324297073958e-09
2.301999999999999880e-01 4.292869673648943762e-10 1.400263874622715557e-09
2.303000000000000047e-01 4.299711394478513333e-10 1.400669366228261929e-09
2.303999999999999937e-01 4.306561041993084599e-10 1.401074799147706475e-09
2.305000000000000104e-01 4.313418621929982287e-10 1.401480173415008889e-09
2.305999999999999994e-01 4.320284140028186522e-10 1.401885489064093707e-09
2.306999999999999884e-01 4.327157602028341095e-10 1.402290746128852176e-09
2.308000000000000052e-01 4.334039013672750878e-10 1.402695944643140382e-09
2.308999999999999941e-01 4.340928380705374588e-10 1.403101084640780915e-09
2.310000000000000109e-01 4.347825708871838747e-10 1.403506166155561620e-09
2.310999999999999999e-01 4.354731003919418030e-10 1.403911189221236017e-09
2.311999999999999889e-01 4.361644271597055953e-10 1.404316153871524744e-09
2.313000000000000056e-01 4.368565517655352976e-10 1.404721060140112662e-09
2.313999999999999946e-01 4.375494747846560302e-10 1.405125908060652374e-09
2.315000000000000113e-01 4.382431967924597453e-10 1.405530697666761535e-09
2.316000000000000003e-01 4.389377183645036246e-10 1.405935428992023883e-09
2.316999999999999893e-01 4.396330400765105443e-10 1.406340102069989866e-09
2.318000000000000060e-01 4.403291625043697472e-10 1.406744716934176013e-09
2.318999999999999950e-01 4.410260862241354472e-10 1.407149273618064528e-09
2.320000000000000118e-01 4.417238118120279662e-10 1.407553772155104528e-09
2.321000000000000008e-01 4.424223398444331657e-10 1.407958212578711627e-09
2.321999999999999897e-01 4.431216708979026017e-10 1.408362594922267526e-09
2.323000000000000065e-01 4.438218055491537835e-10 1.408766919219120219e-09
2.323999999999999955e-01 4.445227443750689843e-10 1.409171185502583990e-09
2.325000000000000122e-01 4.452244879526971542e-10 1.409575393805941280e-09
2.326000000000000012e-01 4.459270368592516973e-10 1.409979544162438751e-09
2.326999999999999902e-01 4.466303916721123841e-10 1.410383636605291842e-09
2.328000000000000069e-01 4.473345529688243182e-10 1.410787671167681040e-09
2.328999999999999959e-01 4.480395213270976772e-10 1.411191647882754576e-09
2.330000000000000127e-01 4.487452973248086434e-10 1.411595566783627385e-09
2.331000000000000016e-01 4.494518815399982151e-10 1.411999427903380900e-09
2.331999999999999906e-01 4.501592745508734987e-10 1.412403231275063055e-09
2.333000000000000074e-01 4.508674769358067265e-10 1.412806976931690350e-09
2.333999999999999964e-01 4.515764892733351533e-10 1.413210664906244132e-09
2.335000000000000131e-01 4.522863121421619354e-10 1.413614295231674519e-09
2.336000000000000021e-01 4.529969461211550449e-10 1.414017867940897923e-09
2.336999999999999911e-01 4.537083917893480449e-10 1.414421383066797461e-09
2.338000000000000078e-01 4.544206497259398313e-10 1.414824840642224406e-09
2.338999999999999968e-01 4.551337205102942193e-10 1.415228240699996527e-09
2.340000000000000135e-01 4.558476047219408219e-10 1.415631583272899541e-09
2.341000000000000025e-01 4.565623029405736028e-10 1.416034868393685252e-09
2.341999999999999915e-01 4.572778157460524267e-10 1.416438096095074235e-09
2.343000000000000083e-01 4.579941437184023881e-10 1.416841266409753568e-09
2.343999999999999972e-01 4.587112874378128283e-10 1.417244379370378065e-09
2.344999999999999862e-01 4.594292474846390933e-10 1.417647435009570076e-09
2.346000000000000030e-01 4.601480244394013968e-10 1.418050433359919483e-09
2.346999999999999920e-01 4.608676188827845613e-10 1.418453374453983494e-09
2.348000000000000087e-01 4.615880313956392590e-10 1.418856258324287471e-09
2.348999999999999977e-01 4.623092625589801507e-10 1.419259085003323690e-09
2.349999999999999867e-01 4.630313129539878503e-10 1.419661854523552785e-09
2.351000000000000034e-01 4.637541831620076324e-10 1.420064566917403753e-09
2.351999999999999924e-01 4.644778737645491218e-10 1.420467222217271260e-09
2.353000000000000091e-01 4.652023853432878968e-10 1.420869820455520195e-09
2.353999999999999981e-01 4.659277184800635240e-10 1.421272361664482154e-09
2.354999999999999871e-01 4.666538737568808510e-10 1.421674845876456678e-09
2.356000000000000039e-01 4.673808517559099032e-10 1.422077273123711877e-09
2.356999999999999929e-01 4.681086530594847978e-10 1.422479643438483599e-09
2.358000000000000096e-01 4.688372782501050882e-10 1.422881956852975432e-09
2.358999999999999986e-01 4.695667279104345232e-10 1.423284213399359327e-09
2.359999999999999876e-01 4.702970026233021841e-10 1.423686413109776006e-09
2.361000000000000043e-01 4.710281029717018649e-10 1.424088556016333725e-09
2.361999999999999933e-01 4.717600295387913478e-10 1.424490642151108895e-09
2.363000000000000100e-01 4.724927829078939547e-10 1.424892671546146905e-09
2.363999999999999990e-01 4.732263636624968928e-10 1.425294644233461093e-09
2.364999999999999880e-01 4.739607723862530118e-10 1.425696560245033157e-09
2.366000000000000048e-01 4.746960096629789436e-10 1.426098419612813568e-09
2.366999999999999937e-01 4.754320760766560322e-10 1.426500222368720744e-09
2.368000000000000105e-01 4.761689722114305407e-10 1.426901968544642292e-09
2.368999999999999995e-01 4.769066986516128244e-10 1.427303658172433557e-09
2.369999999999999885e-01 4.776452559816782609e-10 1.427705291283919485e-09
2.371000000000000052e-01 4.783846447862666300e-10 1.428106867910893385e-09
2.371999999999999942e-01 4.791248656501815967e-10 1.428508388085116510e-09
2.373000000000000109e-01 4.798659191583921587e-10 1.428909851838319922e-09
2.373999999999999999e-01 4.806078058960307852e-10 1.429311259202203043e-09
2.374999999999999889e-01 4.813505264483952784e-10 1.429712610208433863e-09
2.376000000000000056e-01 4.820940814009475321e-10 1.430113904888650179e-09
2.376999999999999946e-01 4.828384713393134288e-10 1.430515143274457321e-09
2.378000000000000114e-01 4.835836968492837702e-10 1.430916325397430841e-09
2.379000000000000004e-01 4.843297585168127262e-10 1.431317451289114652e-09
2.379999999999999893e-01 4.850766569280200059e-10 1.431718520981021853e-09
2.381000000000000061e-01 4.858243926691891006e-10 1.432119534504634732e-09
2.381999999999999951e-01 4.865729663267669728e-10 1.432520491891405177e-09
2.383000000000000118e-01 4.873223784873662283e-10 1.432921393172753023e-09
2.384000000000000008e-01 4.880726297377623237e-10 1.433322238380068741e-09
2.384999999999999898e-01 4.888237206648957383e-10 1.433723027544711160e-09
2.386000000000000065e-01 4.895756518558710434e-10 1.434123760698008714e-09
2.386999999999999955e-01 4.903284238979563853e-10 1.434524437871259435e-09
2.388000000000000123e-01 4.910820373785847258e-10 1.434925059095730335e-09
2.389000000000000012e-01 4.918364928853524984e-10 1.435325624402658031e-09
2.389999999999999902e-01 4.925917910060206424e-10 1.435726133823248738e-09
2.391000000000000070e-01 4.933479323285141886e-10 1.436126587388678272e-09
2.391999999999999960e-01 4.941049174409215363e-10 1.436526985130092051e-09
2.393000000000000127e-01 4.948627469314959004e-10 1.436927327078604475e-09
2.394000000000000017e-01 4.956214213886538640e-10 1.437327613265300785e-09
2.394999999999999907e-01 4.963809414009763089e-10 1.437727843721234787e-09
2.396000000000000074e-01 4.971413075572080022e-10 1.438128018477430510e-09
2.396999999999999964e-01 4.979025204462573892e-10 1.438528137564881587e-09
2.398000000000000131e-01 4.986645806571971107e-10 1.438928201014552281e-09
2.399000000000000021e-01 4.994274887792631756e-10 1.439328208857375633e-09
2.399999999999999911e-01 5.001912454018559948e-10 1.439728161124254902e-09
2.401000000000000079e-01 5.009558511145397612e-10 1.440128057846063986e-09
2.401999999999999968e-01 5.017213065070418290e-10 1.440527899053645968e-09
2.403000000000000136e-01 5.024876121692540580e-10 1.440927684777814358e-09
2.404000000000000026e-01 5.032547686912314691e-10 1.441327415049352478e-09
2.404999999999999916e-01 5.040227766631931754e-10 1.441727089899014282e-09
2.406000000000000083e-01 5.047916366755222786e-10 1.442126709357523119e-09
2.406999999999999973e-01 5.055613493187645247e-10 1.442526273455573387e-09
2.407999999999999863e-01 5.063319151836301652e-10 1.442925782223828878e-09
2.409000000000000030e-01 5.071033348609933368e-10 1.443325235692925052e-09
2.409999999999999920e-01 5.078756089418906137e-10 1.443724633893465526e-09
2.411000000000000087e-01 5.086487380175234895e-10 1.444123976856026409e-09
2.411999999999999977e-01 5.094227226792557918e-10 1.444523264611153001e-09
2.412999999999999867e-01 5.101975635186159570e-10 1.444922497189361854e-09
2.414000000000000035e-01 5.109732611272953764e-10 1.445321674621138712e-09
2.414999999999999925e-01 5.117498160971489127e-10 1.445720796936941397e-09
2.416000000000000092e-01 5.125272290201953137e-10 1.446119864167197542e-09
2.416999999999999982e-01 5.133055004886160752e-10 1.446518876342305207e-09
2.417999999999999872e-01 5.140846310947566812e-10 1.446917833492633295e-09
2.419000000000000039e-01 5.148646214311261911e-10 1.447316735648521962e-09
2.419999999999999929e-01 5.156454720903963083e-10 1.447715582840280969e-09
2.421000000000000096e-01 5.164271836654028284e-10 1.448114375098192155e-09
2.421999999999999986e-01 5.172097567491442947e-10 1.448513112452507172e-09
2.422999999999999876e-01 5.179931919347830323e-10 1.448911794933448509e-09
2.424000000000000044e-01 5.187774898156446310e-10 1.449310422571210948e-09
2.424999999999999933e-01 5.195626509852174285e-10 1.449708995395958043e-09
2.426000000000000101e-01 5.203486760371537509e-10 1.450107513437826466e-09
2.426999999999999991e-01 5.211355655652684653e-10 1.450505976726922282e-09
2.427999999999999881e-01 5.219233201635400141e-10 1.450904385293323018e-09
2.429000000000000048e-01 5.227119404261103108e-10 1.451302739167078286e-09
2.429999999999999938e-01 5.235014269472834999e-10 1.451701038378207297e-09
2.431000000000000105e-01 5.242917803215281282e-10 1.452099282956701759e-09
2.431999999999999995e-01 5.250830011434744561e-10 1.452497472932524015e-09
2.432999999999999885e-01 5.258750900079169394e-10 1.452895608335607043e-09
2.434000000000000052e-01 5.266680475098127817e-10 1.453293689195856730e-09
2.434999999999999942e-01 5.274618742442819343e-10 1.453691715543148773e-09
2.436000000000000110e-01 5.282565708066078204e-10 1.454089687407330743e-09
2.437000000000000000e-01 5.290521377922363003e-10 1.454487604818221674e-09
2.437999999999999889e-01 5.298485757967769130e-10 1.454885467805612269e-09
2.439000000000000057e-01 5.306458854160017385e-10 1.455283276399264280e-09
2.439999999999999947e-01 5.314440672458457077e-10 1.455681030628911748e-09
2.441000000000000114e-01 5.322431218824070166e-10 1.456078730524259348e-09
2.442000000000000004e-01 5.330430499219462986e-10 1.456476376114983633e-09
2.442999999999999894e-01 5.338438519608874520e-10 1.456873967430732825e-09
2.444000000000000061e-01 5.346455285958173295e-10 1.457271504501127639e-09
2.444999999999999951e-01 5.354480804234847045e-10 1.457668987355759016e-09
2.446000000000000119e-01 5.362515080408024425e-10 1.458066416024191218e-09
2.447000000000000008e-01 5.370558120448451225e-10 1.458463790535959141e-09
2.447999999999999898e-01 5.378609930328504852e-10 1.458861110920569353e-09
2.449000000000000066e-01 5.386670516022196393e-10 1.459258377207501950e-09
2.449999999999999956e-01 5.394739883505149936e-10 1.459655589426207250e-09
2.451000000000000123e-01 5.402818038754630492e-10 1.460052747606108274e-09
2.452000000000000013e-01 5.410904987749519173e-10 1.460449851776599920e-09
2.452999999999999903e-01 5.419000736470330774e-10 1.460846901967048959e-09
2.454000000000000070e-01 5.427105290899204465e-10 1.461243898206794663e-09
2.454999999999999960e-01 5.435218657019900691e-10 1.461640840525147761e-09
2.456000000000000127e-01 5.443340840817814613e-10 1.462037728951391688e-09
2.457000000000000017e-01 5.451471848279957496e-10 1.462434563514781548e-09
2.457999999999999907e-01 5.459611685394973251e-10 1.462831344244545354e-09
2.459000000000000075e-01 5.467760358153129132e-10 1.463228071169882995e-09
2.459999999999999964e-01 5.475917872546312635e-10 1.463624744319966237e-09
2.461000000000000132e-01 5.484084234568043900e-10 1.464021363723940168e-09
2.462000000000000022e-01 5.492259450213459174e-10 1.464417929410921132e-09
2.462999999999999912e-01 5.500443525479323215e-10 1.464814441409998589e-09
2.464000000000000079e-01 5.508636466364031361e-10 1.465210899750234290e-09
2.464999999999999969e-01 5.516838278867586781e-10 1.465607304460662480e-09
2.466000000000000136e-01 5.525048968991634599e-10 1.466003655570289696e-09
2.467000000000000026e-01 5.533268542739425703e-10 1.466399953108095384e-09
2.467999999999999916e-01 5.541497006115846731e-10 1.466796197103031691e-09
2.469000000000000083e-01 5.549734365127406628e-10 1.467192387584022642e-09
2.469999999999999973e-01 5.557980625782227342e-10 1.467588524579965585e-09
2.470999999999999863e-01 5.566235794090062434e-10 1.467984608119730365e-09
2.472000000000000031e-01 5.574499876062288808e-10 1.468380638232159735e-09
2.472999999999999921e-01 5.582772877711894301e-10 1.468776614946068946e-09
2.474000000000000088e-01 5.591054805053502501e-10 1.469172538290246364e-09
2.474999999999999978e-01 5.599345664103346895e-10 1.469568408293452646e-09
2.475999999999999868e-01 5.607645460879289483e-10 1.469964224984422184e-09
2.477000000000000035e-01 5.615954201400814572e-10 1.470359988391861870e-09
2.477999999999999925e-01 5.624271891689019472e-10 1.470755698544450881e-09
2.479000000000000092e-01 5.632598537766631039e-10 1.471151355470842754e-09
2.479999999999999982e-01 5.640934145657988095e-10 1.471546959199663314e-09
2.480999999999999872e-01 5.649278721389057976e-10 1.471942509759510885e-09
2.482000000000000040e-01 5.657632270987426191e-10 1.472338007178958146e-09
2.482999999999999929e-01 5.665994800482292282e-10 1.472733451486549858e-09
2.484000000000000097e-01 5.674366315904484305e-10 1.473128842710804727e-09
2.484999999999999987e-01 5.682746823286439182e-10 1.473524180880213750e-09
2.485999999999999877e-01 5.691136328662223381e-10 1.473919466023242072e-09
2.487000000000000044e-01 5.699534838067518439e-10 1.474314698168327956e-09
2.487999999999999934e-01 5.707942357539620965e-10 1.474709877343882781e-09
2.489000000000000101e-01 5.716358893117454009e-10 1.475105003578291042e-09
2.489999999999999991e-01 5.724784450841548457e-10 1.475500076899910974e-09
2.490999999999999881e-01 5.733219036754064738e-10 1.475895097337074546e-09
2.492000000000000048e-01 5.741662656898775250e-10 1.476290064918086224e-09
2.492999999999999938e-01 5.750115317321065395e-10 1.476684979671225038e-09
2.494000000000000106e-01 5.758577024067952184e-10 1.477079841624742722e-09
2.494999999999999996e-01 5.767047783188052195e-10 1.477474650806865574e-09
2.495999999999999885e-01 5.775527600731611546e-10 1.477869407245791767e-09
2.497000000000000053e-01 5.784016482750492462e-10 1.478264110969695279e-09
2.497999999999999943e-01 5.792514435298167069e-10 1.478658762006722172e-09
2.499000000000000110e-01 5.801021464429729799e-10 1.479053360384992657e-09
2.500000000000000000e-01 5.809537576201887052e-10 1.479447906132600891e-09
2.500999999999999890e-01 5.818062776672964437e-10 1.479842399277614971e-09
2.501999999999999780e-01 5.826597071902902630e-10 1.480236839848075908e-09
2.503000000000000225e-01 5.835140467953262548e-10 1.480631227872000309e-09
2.504000000000000115e-01 5.843692970887205704e-10 1.481025563377376036e-09
2.505000000000000004e-01 5.852254586769524188e-10 1.481419846392167378e-09
2.505999999999999894e-01 5.860825321666616891e-10 1.481814076944311119e-09
2.506999999999999784e-01 5.869405181646501908e-10 1.482208255061719021e-09
