# These are calculated in BinaryResidenceTime_AGN_Disk-ChangeGas.ipynb
# using m1=0.5, m2=0.3
# GW_frequency roughly in the LISA range, from 10^-4 to 1 Hz
# the gw_fdot assumes pure GW-driven inspiral (Peters 1964)
# the drag_fdot assumes no-feedback and the drag is calculated using a
# temperature of T=1e5 for the RSG envelope as representative
# GW_frequency	gw_fdot	drag_fdot
1.990000000000000102e-02 5.421957971155226036e-14 2.737631920239273116e-10
2.000000000000000042e-02 5.522531275192840040e-14 2.746795552406755502e-10
2.009999999999999981e-02 5.624454534444835594e-14 2.755943924500037053e-10
2.019999999999999921e-02 5.727739017245703471e-14 2.765077137663755236e-10
2.029999999999999860e-02 5.832396029366382618e-14 2.774195291875156310e-10
2.040000000000000147e-02 5.938436913952380646e-14 2.783298485963253858e-10
2.050000000000000086e-02 6.045873051462295692e-14 2.792386817627574256e-10
2.060000000000000026e-02 6.154715859606758584e-14 2.801460383456508192e-10
2.069999999999999965e-02 6.264976793287753657e-14 2.810519278945275471e-10
2.079999999999999905e-02 6.376667344538339688e-14 2.819563598513513985e-10
2.089999999999999844e-02 6.489799042462767145e-14 2.828593435522504194e-10
2.100000000000000130e-02 6.604383453176963997e-14 2.837608882292035339e-10
2.110000000000000070e-02 6.720432179749411538e-14 2.846610030116923205e-10
2.120000000000000009e-02 6.837956862142405169e-14 2.855596969283190292e-10
2.129999999999999949e-02 6.956969177153669859e-14 2.864569789083916144e-10
2.139999999999999888e-02 7.077480838358351729e-14 2.873528577834763534e-10
2.149999999999999828e-02 7.199503596051375673e-14 2.882473422889191859e-10
2.160000000000000114e-02 7.323049237190156385e-14 2.891404410653361390e-10
2.170000000000000054e-02 7.448129585337662793e-14 2.900321626600745932e-10
2.179999999999999993e-02 7.574756500605853583e-14 2.909225155286442016e-10
2.189999999999999933e-02 7.702941879599439613e-14 2.918115080361208736e-10
2.199999999999999872e-02 7.832697655359997228e-14 2.926991484585216009e-10
2.210000000000000159e-02 7.964035797310431184e-14 2.935854449841531242e-10
2.220000000000000098e-02 8.096968311199746814e-14 2.944704057149336121e-10
2.230000000000000038e-02 8.231507239048205893e-14 2.953540386676892670e-10
2.239999999999999977e-02 8.367664659092763971e-14 2.962363517754249263e-10
2.249999999999999917e-02 8.505452685732852273e-14 2.971173528885707785e-10
2.259999999999999856e-02 8.644883469476495353e-14 2.979970497762043158e-10
2.270000000000000143e-02 8.785969196886729126e-14 2.988754501272501599e-10
2.280000000000000082e-02 8.928722090528336989e-14 2.997525615516554333e-10
2.290000000000000022e-02 9.073154408914917880e-14 3.006283915815438836e-10
2.299999999999999961e-02 9.219278446456247169e-14 3.015029476723479835e-10
2.309999999999999901e-02 9.367106533405954355e-14 3.023762372039195238e-10
2.319999999999999840e-02 9.516651035809484751e-14 3.032482674816191659e-10
2.330000000000000127e-02 9.667924355452399431e-14 3.041190457373865546e-10
2.340000000000000066e-02 9.820938929808915001e-14 3.049885791307893899e-10
2.350000000000000006e-02 9.975707231990815694e-14 3.058568747500540428e-10
2.359999999999999945e-02 1.013224177069658637e-13 3.067239396130765246e-10
2.369999999999999885e-02 1.029055509016087364e-13 3.075897806684151556e-10
2.380000000000000171e-02 1.045065977010422097e-13 3.084544047962655525e-10
2.390000000000000110e-02 1.061256842568307123e-13 3.093178188094165907e-10
2.400000000000000050e-02 1.077629370744010008e-13 3.101800294541908568e-10
2.409999999999999989e-02 1.094184830125476887e-13 3.110410434113663348e-10
2.419999999999999929e-02 1.110924492829417671e-13 3.119008672970828927e-10
2.429999999999999868e-02 1.127849634496419907e-13 3.127595076637316565e-10
2.440000000000000155e-02 1.144961534286088007e-13 3.136169710008293403e-10
2.450000000000000094e-02 1.162261474872206331e-13 3.144732637358757741e-10
2.460000000000000034e-02 1.179750742437937231e-13 3.153283922351981450e-10
2.469999999999999973e-02 1.197430626671035130e-13 3.161823628047787461e-10
2.479999999999999913e-02 1.215302420759094040e-13 3.170351816910687164e-10
2.489999999999999852e-02 1.233367421384816172e-13 3.178868550817880784e-10
2.500000000000000139e-02 1.251626928721310064e-13 3.187373891067109917e-10
2.510000000000000078e-02 1.270082246427407654e-13 3.195867898384381847e-10
2.520000000000000018e-02 1.288734681643015682e-13 3.204350632931556853e-10
2.529999999999999957e-02 1.307585544984483495e-13 3.212822154313803700e-10
2.539999999999999897e-02 1.326636150539997619e-13 3.221282521586933104e-10
2.549999999999999836e-02 1.345887815865004339e-13 3.229731793264597311e-10
2.560000000000000123e-02 1.365341861977651731e-13 3.238170027325378000e-10
2.570000000000000062e-02 1.384999613354255161e-13 3.246597281219744420e-10
2.580000000000000002e-02 1.404862397924794084e-13 3.255013611876900381e-10
2.589999999999999941e-02 1.424931547068421224e-13 3.263419075711517500e-10
2.599999999999999881e-02 1.445208395609004558e-13 3.271813728630347482e-10
2.610000000000000167e-02 1.465694281810685209e-13 3.280197626038735128e-10
2.620000000000000107e-02 1.486390547373461847e-13 3.288570822847013477e-10
2.630000000000000046e-02 1.507298537428798564e-13 3.296933373476799685e-10
2.639999999999999986e-02 1.528419600535252434e-13 3.305285331867190090e-10
2.649999999999999925e-02 1.549755088674123803e-13 3.313626751480836890e-10
2.659999999999999865e-02 1.571306357245130551e-13 3.321957685309950882e-10
2.670000000000000151e-02 1.593074765062101544e-13 3.330278185882183762e-10
2.680000000000000090e-02 1.615061674348692045e-13 3.338588305266427683e-10
2.690000000000000030e-02 1.637268450734124625e-13 3.346888095078519191e-10
2.699999999999999969e-02 1.659696463248945466e-13 3.355177606486845436e-10
2.709999999999999909e-02 1.682347084320804401e-13 3.363456890217869743e-10
2.719999999999999848e-02 1.705221689770256910e-13 3.371725996561562565e-10
2.730000000000000135e-02 1.728321658806586059e-13 3.379984975376744042e-10
2.740000000000000074e-02 1.751648374023640094e-13 3.388233876096350548e-10
2.750000000000000014e-02 1.775203221395701585e-13 3.396472747732607680e-10
2.759999999999999953e-02 1.798987590273365404e-13 3.404701638882130858e-10
2.769999999999999893e-02 1.823002873379441958e-13 3.412920597730939068e-10
2.779999999999999832e-02 1.847250466804881354e-13 3.421129672059394691e-10
2.790000000000000119e-02 1.871731770004712985e-13 3.429328909247063697e-10
2.800000000000000058e-02 1.896448185794006302e-13 3.437518356277498822e-10
2.809999999999999998e-02 1.921401120343856590e-13 3.445698059742958116e-10
2.819999999999999937e-02 1.946591983177379064e-13 3.453868065849035603e-10
2.829999999999999877e-02 1.972022187165732006e-13 3.462028420419236103e-10
2.840000000000000163e-02 1.997693148524152514e-13 3.470179168899468381e-10
2.850000000000000103e-02 2.023606286808011189e-13 3.478320356362477796e-10
2.860000000000000042e-02 2.049763024908892065e-13 3.486452027512203474e-10
2.869999999999999982e-02 2.076164789050682888e-13 3.494574226688080687e-10
2.879999999999999921e-02 2.102813008785686344e-13 3.502686997869266705e-10
2.889999999999999861e-02 2.129709116990750734e-13 3.510790384678811859e-10
2.900000000000000147e-02 2.156854549863418561e-13 3.518884430387761837e-10
2.910000000000000087e-02 2.184250746918088249e-13 3.526969177919203118e-10
2.920000000000000026e-02 2.211899150982203125e-13 3.535044669852244807e-10
2.929999999999999966e-02 2.239801208192446208e-13 3.543110948425945680e-10
2.939999999999999905e-02 2.267958367990963014e-13 3.551168055543178149e-10
2.949999999999999845e-02 2.296372083121593706e-13 3.559216032774440532e-10
2.960000000000000131e-02 2.325043809626126697e-13 3.567254921361605730e-10
2.970000000000000070e-02 2.353975006840565131e-13 3.575284762221625446e-10
2.980000000000000010e-02 2.383167137391418101e-13 3.583305595950172369e-10
2.989999999999999949e-02 2.412621667192000194e-13 3.591317462825230645e-10
2.999999999999999889e-02 2.442340065438750480e-13 3.599320402810638290e-10
3.009999999999999828e-02 2.472323804607570176e-13 3.607314455559573228e-10
3.020000000000000115e-02 2.502574360450172935e-13 3.615299660417993855e-10
3.030000000000000054e-02 2.533093211990452805e-13 3.623276056428027887e-10
3.039999999999999994e-02 2.563881841520871873e-13 3.631243682331310038e-10
3.049999999999999933e-02 2.594941734598857004e-13 3.639202576572279369e-10
3.059999999999999873e-02 2.626274380043216270e-13 3.647152777301424417e-10
3.070000000000000159e-02 2.657881269930574551e-13 3.655094322378479219e-10
3.080000000000000099e-02 2.689763899591812693e-13 3.663027249375585724e-10
3.090000000000000038e-02 2.721923767608539962e-13 3.670951595580399338e-10
3.099999999999999978e-02 2.754362375809565509e-13 3.678867397999158286e-10
3.109999999999999917e-02 2.787081229267394059e-13 3.686774693359706951e-10
3.119999999999999857e-02 2.820081836294732705e-13 3.694673518114479417e-10
3.130000000000000143e-02 2.853365708441019420e-13 3.702563908443440090e-10
3.139999999999999736e-02 2.886934360488949541e-13 3.710445900256981420e-10
3.150000000000000022e-02 2.920789310451046182e-13 3.718319529198789046e-10
3.160000000000000309e-02 2.954932079566210453e-13 3.726184830648656279e-10
3.169999999999999901e-02 2.989364192296313574e-13 3.734041839725272214e-10
3.180000000000000188e-02 3.024087176322795567e-13 3.741890591288963838e-10
3.189999999999999780e-02 3.059102562543264440e-13 3.749731119944399361e-10
3.200000000000000067e-02 3.094411885068138293e-13 3.757563460043265170e-10
3.209999999999999659e-02 3.130016681217264699e-13 3.765387645686893175e-10
3.219999999999999946e-02 3.165918491516596133e-13 3.773203710728862796e-10
3.230000000000000232e-02 3.202118859694836613e-13 3.781011688777562646e-10
3.239999999999999825e-02 3.238619332680132781e-13 3.788811613198721703e-10
3.250000000000000111e-02 3.275421460596775579e-13 3.796603517117902739e-10
3.259999999999999704e-02 3.312526796761889808e-13 3.804387433422964736e-10
3.269999999999999990e-02 3.349936897682178722e-13 3.812163394766492210e-10
3.280000000000000276e-02 3.387653323050637825e-13 3.819931433568191971e-10
3.289999999999999869e-02 3.425677635743316118e-13 3.827691582017260405e-10
3.300000000000000155e-02 3.464011401816080386e-13 3.835443872074714059e-10
3.309999999999999748e-02 3.502656190501376952e-13 3.843188335475697475e-10
3.320000000000000034e-02 3.541613574205037361e-13 3.850925003731754833e-10
3.330000000000000321e-02 3.580885128503061341e-13 3.858653908133073162e-10
3.339999999999999913e-02 3.620472432138441163e-13 3.866375079750696081e-10
3.350000000000000200e-02 3.660377067017992066e-13 3.874088549438715832e-10
3.359999999999999792e-02 3.700600618209177115e-13 3.881794347836421875e-10
3.370000000000000079e-02 3.741144673936978021e-13 3.889492505370437089e-10
3.379999999999999671e-02 3.782010825580739687e-13 3.897183052256820356e-10
3.389999999999999958e-02 3.823200667671065260e-13 3.904866018503138650e-10
3.400000000000000244e-02 3.864715797886690975e-13 3.912541433910516897e-10
3.409999999999999837e-02 3.906557817051391296e-13 3.920209328075664046e-10
3.420000000000000123e-02 3.948728329130906274e-13 3.927869730392867612e-10
3.429999999999999716e-02 3.991228941229842141e-13 3.935522670055963913e-10
3.440000000000000002e-02 4.034061263588635017e-13 3.943168176060291771e-10
3.450000000000000289e-02 4.077226909580476752e-13 3.950806277204606918e-10
3.459999999999999881e-02 4.120727495708290747e-13 3.958437002092984505e-10
3.470000000000000168e-02 4.164564641601707777e-13 3.966060379136695779e-10
3.479999999999999760e-02 4.208739970014037271e-13 3.973676436556054753e-10
3.490000000000000047e-02 4.253255106819279991e-13 3.981285202382250417e-10
3.500000000000000333e-02 4.298111681009118998e-13 3.988886704459148442e-10
3.509999999999999926e-02 4.343311324689946974e-13 3.996480970445076849e-10
3.520000000000000212e-02 4.388855673079909698e-13 4.004068027814588947e-10
3.529999999999999805e-02 4.434746364505920741e-13 4.011647903860197302e-10
3.540000000000000091e-02 4.480985040400742812e-13 4.019220625694097380e-10
3.549999999999999684e-02 4.527573345300027188e-13 4.026786220249861715e-10
3.559999999999999970e-02 4.574512926839414751e-13 4.034344714284117016e-10
3.570000000000000256e-02 4.621805435751597129e-13 4.041896134378201116e-10
3.579999999999999849e-02 4.669452525863427828e-13 4.049440506939796133e-10
3.590000000000000135e-02 4.717455854093040932e-13 4.056977858204549747e-10
3.599999999999999728e-02 4.765817080446939007e-13 4.064508214237663387e-10
3.610000000000000014e-02 4.814537868017157744e-13 4.072031600935481450e-10
3.620000000000000301e-02 4.863619882978382139e-13 4.079548044027039162e-10
3.629999999999999893e-02 4.913064794585102048e-13 4.087057569075605791e-10
3.640000000000000180e-02 4.962874275168789960e-13 4.094560201480209757e-10
3.649999999999999772e-02 5.013050000135046454e-13 4.102055966477137380e-10
3.660000000000000059e-02 5.063593647960808264e-13 4.109544889141422325e-10
3.670000000000000345e-02 5.114506900191517971e-13 4.117026994388308160e-10
3.679999999999999938e-02 5.165791441438340148e-13 4.124502306974703157e-10
3.690000000000000224e-02 5.217448959375379514e-13 4.131970851500615970e-10
3.699999999999999817e-02 5.269481144736884968e-13 4.139432652410564428e-10
3.710000000000000103e-02 5.321889691314505102e-13 4.146887733994986391e-10
3.719999999999999696e-02 5.374676295954508384e-13 4.154336120391611840e-10
3.729999999999999982e-02 5.427842658555059887e-13 4.161777835586841163e-10
