# These are calculated in BinaryResidenceTime_AGN_Disk-ChangeGas.ipynb
# asusming m1=m2=1 Msun
# GW_frequency roughly in the LISA range, from 10^-4 to 1 Hz
# the gw_fdot assumes pure GW-driven inspiral (Peters 1964)
# the drag_fdot assumes no-feedback and the drag is calculated using a
# temperature of 1e5 for the RSG envelope as representative
#
#
# GW_frequency	gw_fdot	drag_fdot
1.319999999999999993e-02 5.911912792432778939e-14 3.835443872074713025e-10
1.329999999999999932e-02 6.077798368311476771e-14 3.854790424467204400e-10
1.340000000000000045e-02 6.247043527710708451e-14 3.874088549438714798e-10
1.349999999999999985e-02 6.419690475835774530e-14 3.893338728264247250e-10
1.359999999999999924e-02 6.595781628393284322e-14 3.912541433910515863e-10
1.370000000000000037e-02 6.775359611070092446e-14 3.931697131239340221e-10
1.379999999999999977e-02 6.958467259017345933e-14 3.950806277204605884e-10
1.389999999999999916e-02 7.145147616339610328e-14 3.969869321043058243e-10
1.400000000000000029e-02 7.335443935588896831e-14 3.988886704459147408e-10
1.409999999999999969e-02 7.529399677263567751e-14 4.007858861804161919e-10
1.420000000000000082e-02 7.727058509312053385e-14 4.026786220249861198e-10
1.430000000000000021e-02 7.928464306641225064e-14 4.045669199956818176e-10
1.439999999999999961e-02 8.133661150629447092e-14 4.064508214237662870e-10
1.450000000000000074e-02 8.342693328644137189e-14 4.083303669715423879e-10
1.460000000000000013e-02 8.555605333563819017e-14 4.102055966477136863e-10
1.469999999999999953e-02 8.772441863304599898e-14 4.120765498222905067e-10
1.480000000000000066e-02 8.993247820350956354e-14 4.139432652410564428e-10
1.490000000000000005e-02 9.218068311290784532e-14 4.158057810396124880e-10
1.499999999999999944e-02 9.446948646354676410e-14 4.176641347570125393e-10
1.510000000000000057e-02 9.679934338959308172e-14 4.195183633490057317e-10
1.519999999999999997e-02 9.917071105254876381e-14 4.213685032008988900e-10
1.529999999999999936e-02 1.015840486367659964e-13 4.232145901400530046e-10
1.540000000000000049e-02 1.040398173450010648e-13 4.250566594480261396e-10
1.549999999999999989e-02 1.065384803940070698e-13 4.268947458723747670e-10
1.559999999999999928e-02 1.090805030101654936e-13 4.287288836381251591e-10
1.569999999999999868e-02 1.116663524251546595e-13 4.305591064589278672e-10
1.580000000000000154e-02 1.142964978716559805e-13 4.323854475479031453e-10
1.590000000000000094e-02 1.169714105790957642e-13 4.342079396281892089e-10
1.600000000000000033e-02 1.196915637694245292e-13 4.360266149432053750e-10
1.609999999999999973e-02 1.224574326529304001e-13 4.378415052666346846e-10
1.619999999999999912e-02 1.252694944240881472e-13 4.396526419121401729e-10
1.629999999999999852e-02 1.281282282574425186e-13 4.414600557428201641e-10
1.640000000000000138e-02 1.310341153035256011e-13 4.432637771804143265e-10
1.650000000000000078e-02 1.339876386848073005e-13 4.450638362142636927e-10
1.660000000000000017e-02 1.369892834916795731e-13 4.468602624100390176e-10
1.669999999999999957e-02 1.400395367784724626e-13 4.486530849182386638e-10
1.679999999999999896e-02 1.431388875595022740e-13 4.504423324824681620e-10
1.689999999999999836e-02 1.462878268051518051e-13 4.522280334475055326e-10
1.700000000000000122e-02 1.494868474379814266e-13 4.540102157671595529e-10
1.710000000000000062e-02 1.527364443288705805e-13 4.557889070119290878e-10
1.720000000000000001e-02 1.560371142931905801e-13 4.575641343764679297e-10
1.729999999999999941e-02 1.593893560870063144e-13 4.593359246868609373e-10
1.739999999999999880e-02 1.627936704033078658e-13 4.611043044077200567e-10
1.750000000000000167e-02 1.662505598682715113e-13 4.628692996491013601e-10
1.760000000000000106e-02 1.697605290375484412e-13 4.646309361732533410e-10
1.770000000000000046e-02 1.733240843925833411e-13 4.663892394011971356e-10
1.779999999999999985e-02 1.769417343369595296e-13 4.681442344191472021e-10
1.789999999999999925e-02 1.806139891927723691e-13 4.698959459847756114e-10
1.799999999999999864e-02 1.843413611970297631e-13 4.716443985333238776e-10
1.810000000000000150e-02 1.881243644980796387e-13 4.733896161835688951e-10
1.820000000000000090e-02 1.919635151520631772e-13 4.751316227436456693e-10
1.830000000000000029e-02 1.958593311193957626e-13 4.768704417167321157e-10
1.839999999999999969e-02 1.998123322612722646e-13 4.786060963065980974e-10
1.849999999999999908e-02 2.038230403361984994e-13 4.803386094230250094e-10
1.859999999999999848e-02 2.078919789965478579e-13 4.820680036870983899e-10
1.870000000000000134e-02 2.120196737851429004e-13 4.837943014363767656e-10
1.880000000000000074e-02 2.162066521318605278e-13 4.855175247299414857e-10
1.890000000000000013e-02 2.204534433502632560e-13 4.872376953533299237e-10
1.899999999999999953e-02 2.247605786342527788e-13 4.889548348233555622e-10
1.909999999999999892e-02 2.291285910547478420e-13 4.906689643928187866e-10
1.919999999999999832e-02 2.335580155563854913e-13 4.923801050551095248e-10
1.930000000000000118e-02 2.380493889542452427e-13 4.940882775487086605e-10
1.940000000000000058e-02 2.426032499305956432e-13 4.957935023615854289e-10
1.949999999999999997e-02 2.472201390316647124e-13 4.974957997354985494e-10
1.959999999999999937e-02 2.519005986644311336e-13 4.991951896702022315e-10
1.969999999999999876e-02 2.566451730934380639e-13 5.008916919275569528e-10
1.980000000000000163e-02 2.614544084376286027e-13 5.025853260355525551e-10
1.990000000000000102e-02 2.663288526672024147e-13 5.042761112922424191e-10
2.000000000000000042e-02 2.712690556004945162e-13 5.059640667695902673e-10
2.009999999999999981e-02 2.762755689008737520e-13 5.076492113172369381e-10
2.019999999999999921e-02 2.813489460736628298e-13 5.093315635661836141e-10
2.029999999999999860e-02 2.864897424630783984e-13 5.110111419323966755e-10
2.040000000000000147e-02 2.916985152491918250e-13 5.126879646203360385e-10
2.050000000000000086e-02 2.969758234449090069e-13 5.143620496264084281e-10
2.060000000000000026e-02 3.023222278929712863e-13 5.160334147423475478e-10
2.069999999999999965e-02 3.077382912629750958e-13 5.177020775585229058e-10
2.079999999999999905e-02 3.132245780484106883e-13 5.193680554671809153e-10
2.089999999999999844e-02 3.187816545637208090e-13 5.210313656656164084e-10
2.100000000000000130e-02 3.244100889413774928e-13 5.226920251592799400e-10
2.110000000000000070e-02 3.301104511289774906e-13 5.243500507648200547e-10
2.120000000000000009e-02 3.358833128863574368e-13 5.260054591130646526e-10
2.129999999999999949e-02 3.417292477827255762e-13 5.276582666519396961e-10
2.139999999999999888e-02 3.476488311938126258e-13 5.293084896493289799e-10
2.149999999999999828e-02 3.536426402990401045e-13 5.309561441958775498e-10
2.160000000000000114e-02 3.597112540787066876e-13 5.326012462077362876e-10
2.170000000000000054e-02 3.658552533111908680e-13 5.342438114292533503e-10
2.179999999999999993e-02 3.720752205701733578e-13 5.358838554356110151e-10
2.189999999999999933e-02 3.783717402218736773e-13 5.375213936354108254e-10
2.199999999999999872e-02 3.847453984223058783e-13 5.391564412732061077e-10
2.210000000000000159e-02 3.911967831145498675e-13 5.407890134319870291e-10
2.220000000000000098e-02 3.977264840260391393e-13 5.424191250356146797e-10
2.230000000000000038e-02 4.043350926658661778e-13 5.440467908512089359e-10
2.239999999999999977e-02 4.110232023221029553e-13 5.456720254914896919e-10
2.249999999999999917e-02 4.177914080591374350e-13 5.472948434170728031e-10
2.259999999999999856e-02 4.246403067150267345e-13 5.489152589387218782e-10
2.270000000000000143e-02 4.315704968988653339e-13 5.505332862195566448e-10
2.280000000000000082e-02 4.385825789881685320e-13 5.521489392772198524e-10
2.290000000000000022e-02 4.456771551262728149e-13 5.537622319860018858e-10
2.299999999999999961e-02 4.528548292197497555e-13 5.553731780789270180e-10
2.309999999999999901e-02 4.601162069358361188e-13 5.569817911497982006e-10
2.319999999999999840e-02 4.674618956998775493e-13 5.585880846552050449e-10
2.330000000000000127e-02 4.748925046927894231e-13 5.601920719164940625e-10
2.340000000000000066e-02 4.824086448485287568e-13 5.617937661217019935e-10
2.350000000000000006e-02 4.900109288515849486e-13 5.633931803274531516e-10
2.359999999999999945e-02 4.976999711344810703e-13 5.649903274608226490e-10
2.369999999999999885e-02 5.054763878752911145e-13 5.665852203211645682e-10
2.380000000000000171e-02 5.133407969951714780e-13 5.681778715819071515e-10
2.390000000000000110e-02 5.212938181559049661e-13 5.697682937923152122e-10
2.400000000000000050e-02 5.293360727574603482e-13 5.713564993792209068e-10
2.409999999999999989e-02 5.374681839355650382e-13 5.729425006487226605e-10
2.419999999999999929e-02 5.456907765592895903e-13 5.745263097878542111e-10
2.429999999999999868e-02 5.540044772286478449e-13 5.761079388662232533e-10
2.440000000000000155e-02 5.624099142722098991e-13 5.776873998376218568e-10
2.450000000000000094e-02 5.709077177447255776e-13 5.792647045416059666e-10
2.460000000000000034e-02 5.794985194247658777e-13 5.808398647050502967e-10
2.469999999999999973e-02 5.881829528123722899e-13 5.824128919436736506e-10
2.479999999999999913e-02 5.969616531267221734e-13 5.839837977635375660e-10
2.489999999999999852e-02 6.058352573038046334e-13 5.855525935625194201e-10
2.500000000000000139e-02 6.148044039941111398e-13 5.871192906317600989e-10
2.510000000000000078e-02 6.238697335603350325e-13 5.886839001570857139e-10
2.520000000000000018e-02 6.330318880750883935e-13 5.902464332204056408e-10
2.529999999999999957e-02 6.422915113186259879e-13 5.918069008010858464e-10
2.539999999999999897e-02 6.516492487765843506e-13 5.933653137772995705e-10
2.549999999999999836e-02 6.611057476377319798e-13 5.949216829273538139e-10
2.560000000000000123e-02 6.706616567917312448e-13 5.964760189309946293e-10
2.570000000000000062e-02 6.803176268269112981e-13 5.980283323706888376e-10
2.580000000000000002e-02 6.900743100280543181e-13 5.995786337328856852e-10
2.589999999999999941e-02 6.999323603741922516e-13 6.011269334092562705e-10
2.599999999999999881e-02 7.098924335364148660e-13 6.026732416979123951e-10
2.610000000000000167e-02 7.199551868756887068e-13 6.042175688046057682e-10
2.620000000000000107e-02 7.301212794406880708e-13 6.057599248439064294e-10
2.630000000000000046e-02 7.403913719656375915e-13 6.073003198403619384e-10
2.639999999999999986e-02 7.507661268681638112e-13 6.088387637296383676e-10
2.649999999999999925e-02 7.612462082471599804e-13 6.103752663596410284e-10
2.659999999999999865e-02 7.718322818806594406e-13 6.119098374916183435e-10
2.670000000000000151e-02 7.825250152237223349e-13 6.134424868012463845e-10
2.680000000000000090e-02 7.933250774063287821e-13 6.149732238796972785e-10
2.690000000000000030e-02 8.042331392312883061e-13 6.165020582346891077e-10
2.699999999999999969e-02 8.152498731721552243e-13 6.180289992915197812e-10
2.709999999999999909e-02 8.263759533711546374e-13 6.195540563940836403e-10
2.719999999999999848e-02 8.376120556371218488e-13 6.210772388058721404e-10
2.730000000000000135e-02 8.489588574434489536e-13 6.225985557109587123e-10
2.740000000000000074e-02 8.604170379260411208e-13 6.241180162149681152e-10
2.750000000000000014e-02 8.719872778812867090e-13 6.256356293460293484e-10
2.759999999999999953e-02 8.836702597640328348e-13 6.271514040557157421e-10
2.769999999999999893e-02 8.954666676855730580e-13 6.286653492199676771e-10
2.779999999999999832e-02 9.073771874116456692e-13 6.301774736400032081e-10
2.790000000000000119e-02 9.194025063604384396e-13 6.316877860432129685e-10
2.800000000000000058e-02 9.315433136006049830e-13 6.331962950840415327e-10
2.809999999999999998e-02 9.438002998492928307e-13 6.347030093448559545e-10
2.819999999999999937e-02 9.561741574701765552e-13 6.362079373367996250e-10
2.829999999999999877e-02 9.686655804715021019e-13 6.377110875006343426e-10
2.840000000000000163e-02 9.812752645041424298e-13 6.392124682075679064e-10
2.850000000000000103e-02 9.940039068596569901e-13 6.407120877600709579e-10
2.860000000000000042e-02 1.006852206468368167e-12 6.422099543926797594e-10
2.869999999999999982e-02 1.019820863897438930e-12 6.437060762727878058e-10
2.879999999999999921e-02 1.032910581348964426e-12 6.452004615014254426e-10
2.889999999999999861e-02 1.046122062658071033e-12 6.466931181140268686e-10
2.900000000000000147e-02 1.059456013291022492e-12 6.481840540811873171e-10
2.910000000000000087e-02 1.072913140343337544e-12 6.496732773094065871e-10
2.920000000000000026e-02 1.086494152537915449e-12 6.511607956418235804e-10
2.929999999999999966e-02 1.100199760223169169e-12 6.526466168589397738e-10
2.939999999999999905e-02 1.114030675371167246e-12 6.541307486793299745e-10
2.949999999999999845e-02 1.127987611575785768e-12 6.556131987603455268e-10
2.960000000000000131e-02 1.142071284050865999e-12 6.570939746988043876e-10
2.970000000000000070e-02 1.156282409628381895e-12 6.585730840316735504e-10
2.980000000000000010e-02 1.170621706756617116e-12 6.600505342367396819e-10
2.989999999999999949e-02 1.185089895498348705e-12 6.615263327332710735e-10
2.999999999999999889e-02 1.199687697529037628e-12 6.630004868826695626e-10
3.009999999999999828e-02 1.214415836135030830e-12 6.644730039891130458e-10
3.020000000000000115e-02 1.229275036211767929e-12 6.659438913001889950e-10
3.030000000000000054e-02 1.244266024261997410e-12 6.674131560075187729e-10
3.039999999999999994e-02 1.259389528394002103e-12 6.688808052473724343e-10
3.049999999999999933e-02 1.274646278319828498e-12 6.703468461012763937e-10
3.059999999999999873e-02 1.290037005353528787e-12 6.718112855966105469e-10
3.070000000000000159e-02 1.305562442409406738e-12 6.732741307071977397e-10
3.080000000000000099e-02 1.321223324000271854e-12 6.747353883538854836e-10
3.090000000000000038e-02 1.337020386235704026e-12 6.761950654051186742e-10
3.099999999999999978e-02 1.352954366820321627e-12 6.776531686775048662e-10
3.109999999999999917e-02 1.369026005052060104e-12 6.791097049363704486e-10
3.119999999999999857e-02 1.385236041820456223e-12 6.805646808963116511e-10
3.130000000000000143e-02 1.401585219604941403e-12 6.820181032217345886e-10
3.139999999999999736e-02 1.418074282473137676e-12 6.834699785273901377e-10
3.150000000000000022e-02 1.434703976079172228e-12 6.849203133789013675e-10
3.160000000000000309e-02 1.451475047661981835e-12 6.863691142932820783e-10
3.169999999999999901e-02 1.468388246043639726e-12 6.878163877394499639e-10
3.180000000000000188e-02 1.485444321627686073e-12 6.892621401387320190e-10
3.189999999999999780e-02 1.502644026397454849e-12 6.907063778653629152e-10
3.200000000000000067e-02 1.519988113914426532e-12 6.921491072469772775e-10
3.209999999999999659e-02 1.537477339316566886e-12 6.935903345650938944e-10
3.219999999999999946e-02 1.555112459316693390e-12 6.950300660555957934e-10
3.230000000000000232e-02 1.572894232200829164e-12 6.964683079092010100e-10
3.239999999999999825e-02 1.590823417826576272e-12 6.979050662719291175e-10
3.250000000000000111e-02 1.608900777621496903e-12 6.993403472455613462e-10
3.259999999999999704e-02 1.627127074581486275e-12 7.007741568880927410e-10
3.269999999999999990e-02 1.645503073269174413e-12 7.022065012141810106e-10
3.280000000000000276e-02 1.664029539812310968e-12 7.036373861955872075e-10
3.289999999999999869e-02 1.682707241902174468e-12 7.050668177616117558e-10
3.300000000000000155e-02 1.701536948791984397e-12 7.064948017995245853e-10
3.309999999999999748e-02 1.720519431295309241e-12 7.079213441549891644e-10
3.320000000000000034e-02 1.739655461784496532e-12 7.093464506324814678e-10
3.330000000000000321e-02 1.758945814189094630e-12 7.107701269957033596e-10
3.339999999999999913e-02 1.778391263994292063e-12 7.121923789679899796e-10
3.350000000000000200e-02 1.797992588239360098e-12 7.136132122327135114e-10
3.359999999999999792e-02 1.817750565516093299e-12 7.150326324336795046e-10
3.370000000000000079e-02 1.837665975967273709e-12 7.164506451755200964e-10
3.379999999999999671e-02 1.857739601285117463e-12 7.178672560240803045e-10
3.389999999999999958e-02 1.877972224709755325e-12 7.192824705068016326e-10
3.400000000000000244e-02 1.898364631027691625e-12 7.206962941130983336e-10
3.409999999999999837e-02 1.918917606570287825e-12 7.221087322947304683e-10
3.420000000000000123e-02 1.939631939212251947e-12 7.235197904661722080e-10
3.429999999999999716e-02 1.960508418370115072e-12 7.249294740049742421e-10
3.440000000000000002e-02 1.981547835000743387e-12 7.263377882521237059e-10
3.450000000000000289e-02 2.002750981599823975e-12 7.277447385123965592e-10
3.459999999999999881e-02 2.024118652200381704e-12 7.291503300547086210e-10
3.470000000000000168e-02 2.045651642371294505e-12 7.305545681124609174e-10
3.479999999999999760e-02 2.067350749215801780e-12 7.319574578838795499e-10
3.490000000000000047e-02 2.089216771370041892e-12 7.333590045323537012e-10
3.500000000000000333e-02 2.111250509001570269e-12 7.347592131867672322e-10
3.509999999999999926e-02 2.133452763807903352e-12 7.361580889418280026e-10
3.520000000000000212e-02 2.155824339015059725e-12 7.375556368583917121e-10
3.529999999999999805e-02 2.178366039376100833e-12 7.389518619637822269e-10
3.540000000000000091e-02 2.201078671169693917e-12 7.403467692521088022e-10
3.549999999999999684e-02 2.223963042198657584e-12 7.417403636845776204e-10
3.559999999999999970e-02 2.247019961788538068e-12 7.431326501898017760e-10
3.570000000000000256e-02 2.270250240786166108e-12 7.445236336641053685e-10
3.579999999999999849e-02 2.293654691558238867e-12 7.459133189718251128e-10
3.590000000000000135e-02 2.317234127989900638e-12 7.473017109456084345e-10
3.599999999999999728e-02 2.340989365483318705e-12 7.486888143867069125e-10
3.610000000000000014e-02 2.364921220956286261e-12 7.500746340652675495e-10
3.620000000000000301e-02 2.389030512840804736e-12 7.514591747206193903e-10
3.629999999999999893e-02 2.413318061081690749e-12 7.528424410615567280e-10
3.640000000000000180e-02 2.437784687135187115e-12 7.542244377666208618e-10
3.649999999999999772e-02 2.462431213967561318e-12 7.556051694843752388e-10
3.660000000000000059e-02 2.487258466053733476e-12 7.569846408336805940e-10
3.670000000000000345e-02 2.512267269375888145e-12 7.583628564039640950e-10
3.679999999999999938e-02 2.537458451422103498e-12 7.597398207554872446e-10
3.690000000000000224e-02 2.562832841184988168e-12 7.611155384196101653e-10
3.699999999999999817e-02 2.588391269160305985e-12 7.624900138990520576e-10
3.710000000000000103e-02 2.614134567345627762e-12 7.638632516681491770e-10
3.719999999999999696e-02 2.640063569238966939e-12 7.652352561731098127e-10
